orderId,created,status,time_guarantee,time,customerId,dispatch,platform,currency,subtotal,discount,tax,service_fees,tip,delivery,total,cash,card,Chicken Wings,Hummus,Carbonated,Lamb Chops,Pita Bread,Baba Ghanouj,Muhammara,Msakhan,Mamyaldi Vegan,Citrus Chicken,Garden,Eggplant,Lamb Kebab,Falafel,Baklava,Sampler Plate,Chicken Kebab,Muhalabia,Extra Pita Bread,Red,Labne,Margherita,Chicken Biryani,Rawa,Chopped,Zatter Mini,Avocado,Zatter,Merguez,Fruit Salad,Mujaddara,Lentil,Green,Moussaka,Foule,Shrimp Biryani,Basbousa,Cutlery Set,Carrot Juice,Chilled Hibiscus,Seafood,Mamyaldi,Margherita Mini,Msakhan Mini,Coffee,Merguez Kebab,Cutlery,Serving Spoons,Plastic Plates,Plastic Cups,Lemonade,Vegan Biryani,Green Mini,Red Mini,Rawa Mini,Vegetarian Biryani,Saffroni,Fresh Margarita,Nivik,Lahmbajeen,Margherita and Msakhan Pizza,"Zardetto, Prosecco",Passion,"Falafel, one dip, baklava","Chicken Kebab, one dip, baklava",Mastiha,Founders,"Massaya, Le Colombier Red Blend",Dogfish,Merguez and Moussaka,Two Roads,"Margherita Pizza, Chicken Wings, Baklava",Chateau Vieux Meyney,East Rock,Any three pizzas,"Lahmbajeen Pizza, two dips",Mojito,Almaza,Creta Roble,Sip of Sunshine Draft,"Clos Saint Thomas, Obeidy",Bottled Water,Orange Juice,Tea
902,8/28/20 17:14,accepted,about,8/28/20 18:30,618,delivery,web,USD,143,0,10.22,0,1500,0,168.22,0,168.22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,8/28/20 17:54,accepted,before,8/28/20 18:39,1179,delivery,web,USD,52,0,3.82,0,500,0,60.82,0,60.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,8/28/20 19:36,accepted,before,8/28/20 20:21,104,delivery,mobile web,USD,34,0,2.5,0,0,0,36.5,0,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,8/29/20 16:58,accepted,before,8/29/20 17:53,1281,delivery,web,USD,177,0,12.57,0,0,0,189.57,0,189.57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
906,8/30/20 15:27,accepted,before,8/30/20 16:02,1291,takeout,mobile web,USD,20,0,1.47,0,0,0,21.47,0,21.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,8/30/20 16:49,accepted,before,8/30/20 17:34,619,delivery,web,USD,30,0,2.21,0,700,0,39.21,0,39.21,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,8/30/20 17:21,accepted,before,8/30/20 17:56,1651,takeout,mobile web,USD,48,0,3.53,0,400,0,55.53,0,55.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,8/30/20 17:21,accepted,before,8/30/20 17:56,1719,takeout,web,USD,56,0,4.12,0,0,0,60.12,0,60.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,8/30/20 17:30,accepted,before,8/30/20 18:15,8,delivery,mobile web,USD,48,0,3.53,0,0,0,51.53,0,51.53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,8/30/20 18:52,accepted,before,8/30/20 19:27,373,takeout,web,USD,56,0,4.12,0,0,0,60.12,60.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,9/1/20 17:53,accepted,before,9/1/20 18:28,1605,takeout,mobile web,USD,30.6,-3.4,2.25,0,0,0,32.85,0,32.85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,9/1/20 18:51,accepted,before,9/1/20 19:26,85,takeout,web,USD,29.7,-3.3,2.18,0,700,0,38.88,0,38.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,9/1/20 18:46,accepted,before,9/1/20 19:31,356,delivery,web,USD,51.9,-3.1,3.57,0,1200,0,67.47,0,67.47,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,9/1/20 18:50,accepted,before,9/1/20 19:35,1374,delivery,mobile web,USD,46.9,-4.1,3.35,0,800,0,58.25,0,58.25,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,9/2/20 16:53,accepted,before,9/2/20 17:28,790,takeout,mobile web,USD,50,0,3.68,0,0,0,53.68,0,53.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,9/2/20 18:23,accepted,before,9/2/20 19:08,1018,delivery,mobile web,USD,34.2,-3.8,2.51,0,600,0,42.71,0,42.71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,9/2/20 19:13,accepted,before,9/2/20 19:48,1303,takeout,mobile web,USD,20,0,1.47,0,200,0,23.47,0,23.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,9/2/20 20:07,accepted,before,9/2/20 20:52,1158,delivery,web,USD,32.4,-3.6,2.38,0,500,0,39.78,0,39.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,9/3/20 13:53,accepted,before,9/3/20 14:38,942,delivery,web,USD,37.8,-4.2,2.78,0,400,0,44.58,0,44.58,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,9/3/20 15:13,accepted,before,9/3/20 15:58,1617,delivery,web,USD,42.3,-4.7,3.11,0,0,0,45.41,0,45.41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,9/3/20 16:31,accepted,about,9/3/20 19:40,43,takeout,web,USD,36.9,-4.1,2.71,0,300,0,42.61,0,42.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,9/4/20 17:14,accepted,before,9/4/20 17:50,793,takeout,web,USD,77,0,5.66,0,500,0,87.66,0,87.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,9/4/20 17:14,accepted,before,9/4/20 17:59,971,delivery,web,USD,161,0,11.83,0,2000,0,192.83,0,192.83,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,9/4/20 17:28,accepted,before,9/4/20 18:03,78,takeout,web,USD,44,0,3.23,0,0,0,47.23,0,47.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,9/4/20 18:07,accepted,before,9/4/20 18:52,1792,delivery,web,USD,93,0,6.84,0,2000,0,119.84,0,119.84,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,9/4/20 18:49,accepted,before,9/4/20 19:24,272,takeout,mobile web,USD,57,0,4.19,0,1900,0,80.19,0,80.19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,9/4/20 20:51,accepted,before,9/4/20 21:26,39,takeout,mobile web,USD,45,0,3.31,0,800,0,56.31,0,56.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
929,9/5/20 13:04,accepted,before,9/5/20 13:39,233,takeout,mobile web,USD,31,0,2.28,0,800,0,41.28,0,41.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,9/5/20 16:56,accepted,before,9/5/20 17:32,687,takeout,mobile web,USD,51,0,3.75,0,0,0,54.75,0,54.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,9/5/20 17:27,accepted,before,9/5/20 18:02,557,takeout,web,USD,60,0,4.41,0,1500,0,79.41,0,79.41,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,9/5/20 17:25,accepted,before,9/5/20 18:10,284,delivery,web,USD,62,0,4.56,0,1200,0,78.56,0,78.56,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,9/5/20 17:51,accepted,before,9/5/20 18:26,1080,takeout,mobile web,USD,51,0,3.75,0,0,0,54.75,0,54.75,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,9/5/20 18:42,accepted,before,9/5/20 19:17,1345,takeout,mobile web,USD,18,0,1.32,0,0,0,19.32,0,19.32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,9/5/20 18:54,accepted,before,9/5/20 19:49,765,delivery,web,USD,55,0,4.04,0,0,0,59.04,0,59.04,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,9/5/20 19:15,accepted,before,9/5/20 19:50,303,takeout,mobile web,USD,48,0,3.53,0,500,0,56.53,0,56.53,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,9/6/20 16:33,accepted,before,9/6/20 17:18,703,delivery,web,USD,69,0,5.07,0,1200,0,86.07,0,86.07,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,9/6/20 17:14,accepted,before,9/6/20 17:49,909,takeout,web,USD,62,0,4.56,0,1100,0,77.56,0,77.56,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,9/6/20 17:15,accepted,before,9/6/20 17:50,331,takeout,mobile web,USD,97,0,7.13,0,2000,0,124.13,0,124.13,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,9/6/20 17:52,accepted,about,9/6/20 19:00,1726,takeout,web,USD,34,0,2.5,0,2000,0,56.5,0,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,9/6/20 18:30,accepted,before,9/6/20 19:05,4,takeout,web,USD,26,0,1.91,0,0,0,27.91,27.91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,9/6/20 18:22,accepted,before,9/6/20 19:07,247,delivery,mobile web,USD,40,0,2.94,0,0,0,42.94,0,42.94,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,9/6/20 18:44,accepted,before,9/6/20 19:19,1176,takeout,web,USD,46.01,0,3.24,0,1000,0,59.24,0,59.24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,9/6/20 18:35,accepted,before,9/6/20 19:20,1490,delivery,mobile web,USD,51,0,3.75,0,1000,0,64.75,0,64.75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,9/8/20 13:53,accepted,before,9/8/20 14:28,908,takeout,mobile web,USD,26.1,-2.9,1.92,0,0,0,28.02,0,28.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,9/8/20 17:23,accepted,before,9/8/20 17:58,1652,takeout,mobile web,USD,54,-6,3.97,0,0,0,57.97,57.97,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,9/8/20 17:49,accepted,before,9/8/20 18:24,1596,takeout,mobile web,USD,45.9,-5.1,3.37,0,0,0,49.27,0,49.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,9/8/20 18:53,accepted,before,9/8/20 19:38,322,delivery,web,USD,52.2,-5.8,3.84,0,0,0,56.04,0,56.04,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,9/10/20 15:41,accepted,about,9/10/20 19:30,43,delivery,web,USD,36.9,-4.1,2.71,0,600,0,45.61,0,45.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,9/11/20 12:11,accepted,before,9/11/20 12:46,1721,takeout,mobile web,USD,60,0,4.41,0,559,0,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,9/11/20 15:32,accepted,before,9/11/20 16:17,1490,delivery,mobile web,USD,35,0,2.57,0,900,0,46.57,0,46.57,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,9/11/20 16:05,accepted,about,9/11/20 17:00,1003,delivery,web,USD,46,0,3.38,0,1000,0,59.38,0,59.38,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,9/11/20 16:32,accepted,before,9/11/20 17:07,285,takeout,web,USD,58,0,4.26,0,800,0,70.26,0,70.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,9/11/20 17:35,accepted,before,9/11/20 18:10,846,takeout,web,USD,33,0,2.43,0,300,0,38.43,0,38.43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,9/11/20 17:45,accepted,before,9/11/20 18:20,135,takeout,web,USD,54,0,3.97,0,1500,0,72.97,0,72.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,9/11/20 17:45,accepted,before,9/11/20 18:20,1397,takeout,web,USD,104,0,7.64,0,1000,0,121.64,0,121.64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
957,9/11/20 18:16,accepted,before,9/11/20 18:52,73,takeout,web,USD,54,0,3.97,0,0,0,57.97,0,57.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
